change_identifier,change_description,valid_from,old_schema_version,new_schema_version,change_type,old_class,new_class,old_parent_class,new_parent_class,old_class_meaning_binding,new_class_meaning_binding,old_property,new_property,old_domain,new_domain,old_range,new_range,old_individual,new_individual,old_individual_associated_class,new_individual_associated_class
467,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0000817,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
468,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_1110111,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
469,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENO_0000054,[],['https://biomedit.ch/rdf/sphn-resource/geno/GENO'],[],[],,,,,,,,,,
470,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#GenePanel,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
471,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#NursingDiagnosis,[],['https://biomedit.ch/rdf/sphn-schema/sphn#Diagnosis'],[],[],,,,,,,,,,
472,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0000078,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
473,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENO_0000492,[],['https://biomedit.ch/rdf/sphn-resource/geno/GENO'],[],[],,,,,,,,,,
474,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#Assay,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],['http://purl.obolibrary.org/obo/OBI_0000070'],,,,,,,,,,
475,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001928,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
476,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,https://biomedit.ch/rdf/sphn-ontology/sphn#AdministrativeGender,https://biomedit.ch/rdf/sphn-schema/sphn#AdministrativeSex,['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],['http://snomed.info/id/365873007'],[],,,,,,,,,,
477,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001206,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
478,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0001619,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
479,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001598,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
480,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0302838,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
481,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0003098,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
482,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENO_0000897,[],['https://biomedit.ch/rdf/sphn-resource/geno/GENO'],[],[],,,,,,,,,,
483,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#SequencingAssay,[],['https://biomedit.ch/rdf/sphn-schema/sphn#Assay'],[],['http://www.ebi.ac.uk/efo/EFO_0003740'],,,,,,,,,,
484,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001616,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
485,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001830,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
486,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-resource/ordo/ORDO,[],['https://biomedit.ch/rdf/sphn-schema/sphn#Terminology'],[],[],,,,,,,,,,
487,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0003259,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
488,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001931,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
489,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0002115,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
490,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,IRI Change,https://biomedit.ch/rdf/sphn-ontology/sphn#VariantNotation,https://biomedit.ch/rdf/sphn-schema/sphn#VariantNotation,['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
491,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,https://biomedit.ch/rdf/sphn-ontology/sphn#Allergy,https://biomedit.ch/rdf/sphn-schema/sphn#Allergy,['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],['http://snomed.info/id/418038007'],[],,,,,,,,,,
492,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#MedicalDevice,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],['http://snomed.info/id/63653004'],,,,,,,,,,
493,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0001755,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
494,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#ReferenceInterpretationResult,[],['https://biomedit.ch/rdf/sphn-schema/sphn#Result'],[],[],,,,,,,,,,
495,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,IRI Change,https://biomedit.ch/rdf/sphn-ontology/sphn#Substance,https://biomedit.ch/rdf/sphn-schema/sphn#Substance,['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],['http://snomed.info/id/105590001'],['http://snomed.info/id/105590001'],,,,,,,,,,
496,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#FollowUp,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
497,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001646,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
498,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#MicrobiologyMicroscopyLabTest,[],['https://biomedit.ch/rdf/sphn-schema/sphn#LabTest'],[],[],,,,,,,,,,
499,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#Interpretation,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
500,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#DataProvider_category,[],['https://biomedit.ch/rdf/sphn-schema/sphn#ValueSet'],[],[],,,,,,,,,,
501,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#BodyWeight,[],['https://biomedit.ch/rdf/sphn-schema/sphn#Result'],[],"['http://snomed.info/id/27113001', 'https://loinc.org/rdf/29463-7']",,,,,,,,,,
502,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_1110014,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
503,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0000208,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
504,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,modified,https://biomedit.ch/rdf/sphn-ontology/sphn#DeathStatus,https://biomedit.ch/rdf/sphn-ontology/sphn#DeathStatus,['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#Deprecated'],[],[],,,,,,,,,,
505,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENO_0000113,[],['https://biomedit.ch/rdf/sphn-resource/geno/GENO'],[],[],,,,,,,,,,
506,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0001000,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
507,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#DataProcessing,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
508,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#SourceData,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
509,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0000416,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
510,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001444,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
511,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#TransplantPresence,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],['http://snomed.info/id/737294004'],,,,,,,,,,
512,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#MicrobiologyBiomoleculePresenceLabTest,[],['https://biomedit.ch/rdf/sphn-schema/sphn#LabTest'],[],[],,,,,,,,,,
513,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#TimeSeriesDataFile,[],['https://biomedit.ch/rdf/sphn-schema/sphn#DataFile'],[],[],,,,,,,,,,
514,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0002117,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
515,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0001628,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
516,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#Consent,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],"['http://snomed.info/id/371537001', 'https://loinc.org/rdf/59284-0']",,,,,,,,,,
517,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#TumorStageAssessmentResult,[],['https://biomedit.ch/rdf/sphn-schema/sphn#Result'],[],[],,,,,,,,,,
518,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001754,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
519,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0000785,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
520,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#DrugArticle,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
521,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0000801,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
522,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0000456,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
523,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001930,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
524,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0100301,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
525,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#OxygenSaturation,[],['https://biomedit.ch/rdf/sphn-schema/sphn#Result'],[],['http://snomed.info/id/103228002'],,,,,,,,,,
526,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#SequencingRun,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],['http://purl.obolibrary.org/obo/NCIT_C148088'],,,,,,,,,,
527,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,IRI Change,https://biomedit.ch/rdf/sphn-ontology/sphn#DataFile,https://biomedit.ch/rdf/sphn-schema/sphn#DataFile,['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],[],,,,,,,,,,
528,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001760,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
529,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0002394,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
530,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,IRI Change,https://biomedit.ch/rdf/sphn-ontology/sphn#GenomicPosition_coordinateConvention,https://biomedit.ch/rdf/sphn-schema/sphn#GenomicPosition_coordinateConvention,['https://biomedit.ch/rdf/sphn-ontology/sphn#ValueSet'],['https://biomedit.ch/rdf/sphn-schema/sphn#ValueSet'],[],[],,,,,,,,,,
531,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#BodyPosition,[],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],[],['http://snomed.info/id/397155001'],,,,,,,,,,
532,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0002480,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
533,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001743,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
534,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENO_0000684,[],['https://biomedit.ch/rdf/sphn-resource/geno/GENO'],[],[],,,,,,,,,,
535,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0001172,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
536,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0002075,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
537,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,https://biomedit.ch/rdf/sphn-schema/sphn#SourceSystem_purpose,[],['https://biomedit.ch/rdf/sphn-schema/sphn#ValueSet'],[],[],,,,,,,,,,
538,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/GENEPIO_0001600,[],['https://biomedit.ch/rdf/sphn-resource/genepio/GENEPIO'],[],[],,,,,,,,,,
539,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,IRI Change,https://biomedit.ch/rdf/sphn-ontology/sphn#Protein,https://biomedit.ch/rdf/sphn-schema/sphn#Protein,['https://biomedit.ch/rdf/sphn-ontology/sphn#SPHNConcept'],['https://biomedit.ch/rdf/sphn-schema/sphn#SPHNConcept'],"['http://purl.obolibrary.org/obo/SO_0000104', 'http://snomed.info/id/88878007']","['http://purl.obolibrary.org/obo/SO_0000104', 'http://snomed.info/id/88878007']",,,,,,,,,,
540,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,http://purl.obolibrary.org/obo/OBI_0002371,[],['https://biomedit.ch/rdf/sphn-resource/obi/OBI'],[],[],,,,,,,,,,
